0.000000 	 1.000000 
0.500030 	 2.000000 
0.900220 	 3.000000 
0.900390 	 4.000000 
1.300400 	 5.000000 
1.300570 	 6.000000 
1.300740 	 7.000000 
1.300910 	 8.000000 
1.700590 	 9.000000 
1.700760 	 10.000000 
1.700930 	 11.000000 
1.701100 	 12.000000 
1.701270 	 13.000000 
1.701440 	 14.000000 
1.701610 	 15.000000 
1.701780 	 16.000000 
2.100780 	 17.000000 
2.100950 	 18.000000 
2.101120 	 19.000000 
2.101290 	 20.000000 
2.101460 	 20.050000 
2.101630 	 20.100000 
2.101800 	 20.150000 
2.101970 	 20.199000 
2.102140 	 20.249000 
2.102310 	 20.298000 
2.102480 	 20.347000 
2.102650 	 20.397000 
2.102820 	 20.446000 
2.102990 	 20.494000 
2.103160 	 20.543000 
2.103330 	 20.592000 
2.500960 	 20.641000 
2.501130 	 20.689000 
2.501300 	 20.737000 
2.501470 	 20.786000 
2.501650 	 20.834000 
2.501820 	 20.882000 
2.501990 	 20.930000 
2.502160 	 20.977000 
2.502330 	 21.025000 
2.502500 	 21.073000 
2.502670 	 21.120000 
2.502840 	 21.167000 
2.503010 	 21.215000 
2.503180 	 21.262000 
2.503350 	 21.309000 
2.503520 	 21.356000 
2.503690 	 21.403000 
2.503860 	 21.449000 
2.504030 	 21.496000 
2.504200 	 21.542000 
2.901150 	 21.589000 
2.901320 	 21.635000 
2.901490 	 21.681000 
2.901660 	 21.727000 
2.901830 	 21.773000 
2.902000 	 21.819000 
2.902170 	 21.865000 
2.902340 	 21.911000 
2.902510 	 21.957000 
2.902680 	 22.002000 
2.902860 	 22.048000 
2.903030 	 22.093000 
2.903200 	 22.138000 
2.903370 	 22.183000 
2.903540 	 22.228000 
2.903710 	 22.273000 
2.903880 	 22.318000 
2.904050 	 22.363000 
2.904220 	 22.408000 
2.904390 	 22.453000 
3.301340 	 22.497000 
3.301510 	 22.542000 
3.301680 	 22.586000 
3.301850 	 22.630000 
3.302020 	 22.674000 
3.302190 	 22.718000 
3.302360 	 22.762000 
3.302530 	 22.806000 
3.302700 	 22.850000 
3.302870 	 22.894000 
3.303040 	 22.938000 
3.303210 	 22.981000 
3.303380 	 23.025000 
3.303550 	 23.068000 
3.303720 	 23.112000 
3.303900 	 23.155000 
3.304070 	 23.198000 
3.304240 	 23.241000 
3.304410 	 23.284000 
3.304580 	 23.327000 
3.701520 	 23.370000 
3.701690 	 23.413000 
3.701860 	 23.455000 
3.702040 	 23.498000 
3.702210 	 23.541000 
3.702380 	 23.583000 
3.702550 	 23.626000 
3.702720 	 23.668000 
3.702890 	 23.710000 
3.703060 	 23.752000 
3.703230 	 23.794000 
3.703400 	 23.836000 
3.703570 	 23.878000 
3.703740 	 23.920000 
3.703910 	 23.962000 
3.704080 	 24.004000 
3.704250 	 24.045000 
3.704420 	 24.087000 
3.704590 	 24.129000 
3.704760 	 24.170000 
4.101710 	 24.211000 
4.101880 	 24.253000 
4.102050 	 24.294000 
4.102220 	 24.335000 
4.102390 	 24.376000 
4.102560 	 24.417000 
4.102730 	 24.458000 
4.102900 	 24.499000 
4.103070 	 24.540000 
4.103250 	 24.581000 
4.103420 	 24.621000 
4.103590 	 24.662000 
4.103760 	 24.702000 
4.103930 	 24.743000 
4.104100 	 24.783000 
4.104270 	 24.824000 
4.104440 	 24.864000 
4.104610 	 24.904000 
4.104780 	 24.944000 
4.104950 	 24.984000 
4.501900 	 25.024000 
4.502070 	 25.064000 
4.502240 	 25.104000 
4.502410 	 25.144000 
4.502580 	 25.184000 
4.502750 	 25.224000 
4.502920 	 25.263000 
4.503090 	 25.303000 
4.503260 	 25.342000 
4.503430 	 25.382000 
4.503600 	 25.421000 
4.503770 	 25.461000 
4.503940 	 25.500000 
4.504110 	 25.539000 
4.504290 	 25.578000 
4.504460 	 25.617000 
4.504630 	 25.656000 
4.504800 	 25.695000 
4.504970 	 25.734000 
4.505140 	 25.773000 
