0.000000 	 1.000000 
0.600030 	 2.000000 
1.000220 	 3.000000 
1.000390 	 4.000000 
1.400400 	 5.000000 
1.400570 	 6.000000 
1.400740 	 7.000000 
1.400910 	 8.000000 
1.800590 	 9.000000 
1.800760 	 10.000000 
1.800930 	 11.000000 
1.801100 	 12.000000 
1.801270 	 13.000000 
1.801440 	 14.000000 
1.801610 	 15.000000 
1.801780 	 16.000000 
2.200780 	 17.000000 
2.200950 	 18.000000 
2.201120 	 19.000000 
2.201290 	 20.000000 
2.201460 	 20.050000 
2.201630 	 20.100000 
2.201800 	 20.150000 
2.201970 	 20.199000 
2.202140 	 20.249000 
2.202310 	 20.298000 
2.202480 	 20.347000 
2.202650 	 20.397000 
2.202820 	 20.446000 
2.202990 	 20.494000 
2.203160 	 20.543000 
2.203330 	 20.592000 
2.600960 	 20.641000 
2.601130 	 20.689000 
2.601300 	 20.737000 
2.601470 	 20.786000 
2.601650 	 20.834000 
2.601820 	 20.882000 
2.601990 	 20.930000 
2.602160 	 20.977000 
2.602330 	 21.025000 
2.602500 	 21.073000 
2.602670 	 21.120000 
2.602840 	 21.167000 
2.603010 	 21.215000 
2.603180 	 21.262000 
2.603350 	 21.309000 
2.603520 	 21.356000 
2.603690 	 21.403000 
2.603860 	 21.449000 
2.604030 	 21.496000 
2.604200 	 21.542000 
3.001150 	 21.589000 
3.001320 	 21.635000 
3.001490 	 21.681000 
3.001660 	 21.727000 
3.001830 	 21.773000 
3.002000 	 21.819000 
3.002170 	 21.865000 
3.002340 	 21.911000 
3.002510 	 21.957000 
3.002680 	 22.002000 
3.002860 	 22.048000 
3.003030 	 22.093000 
3.003200 	 22.138000 
3.003370 	 22.183000 
3.003540 	 22.228000 
3.003710 	 22.273000 
3.003880 	 22.318000 
3.004050 	 22.363000 
3.004220 	 22.408000 
3.004390 	 22.453000 
3.401340 	 22.497000 
3.401510 	 22.542000 
3.401680 	 22.586000 
3.401850 	 22.630000 
3.402020 	 22.674000 
3.402190 	 22.718000 
3.402360 	 22.762000 
3.402530 	 22.806000 
3.402700 	 22.850000 
3.402870 	 22.894000 
3.403040 	 22.938000 
3.403210 	 22.981000 
3.403380 	 23.025000 
3.403550 	 23.068000 
3.403720 	 23.112000 
3.403900 	 23.155000 
3.404070 	 23.198000 
3.404240 	 23.241000 
3.404410 	 23.284000 
